Date_Time,Charge_Capacity(Ah),Voltage(V)
01/27/2018 17:52:10.000,2.666761637,4.400086403
01/27/2018 17:54:10.000,2.700255632,4.400112152
01/27/2018 17:56:10.000,2.731827497,4.400065422
01/27/2018 17:58:10.000,2.76157856,4.400109291
01/27/2018 18:00:10.000,2.789617062,4.400053024
01/27/2018 18:02:10.000,2.816044569,4.400016785
01/27/2018 18:04:10.000,2.840948343,4.40014267
01/27/2018 18:06:10.000,2.864405155,4.400085449
01/27/2018 18:08:10.000,2.881614685,4.400053024
01/27/2018 18:10:10.000,2.881616354,4.299482346
01/27/2018 18:12:10.000,2.881616354,4.286732674
01/27/2018 18:14:10.000,2.881616354,4.282721519
01/27/2018 18:16:10.000,2.881616354,3.921726227
01/27/2018 18:18:10.000,2.881616354,3.86510849
01/27/2018 18:20:10.000,2.881616354,3.820070267
01/27/2018 18:22:10.000,2.881616354,3.779064178
01/27/2018 18:24:10.000,2.881616354,3.742423058
01/27/2018 18:26:10.000,2.881616354,3.709896088
01/27/2018 18:28:10.000,2.881616354,3.680742264
01/27/2018 18:30:10.000,2.881616354,3.654334068
01/27/2018 18:32:10.000,2.881616354,3.629796028
01/27/2018 18:34:10.000,2.881616354,3.607197762
01/27/2018 18:36:10.000,2.881616354,3.586120605
01/27/2018 18:38:10.000,2.881616354,3.566754341
01/27/2018 18:40:10.000,2.881616354,3.548675537
01/27/2018 18:42:10.000,2.881616354,3.531428337
01/27/2018 18:44:10.000,2.881616354,3.514668465
01/27/2018 18:46:10.000,2.881616354,3.498351097
01/27/2018 18:48:10.000,2.881616354,3.482457161
01/27/2018 18:50:10.000,2.881616354,3.466758728
01/27/2018 18:52:10.000,2.881616354,3.451265335
01/27/2018 18:54:10.000,2.881616354,3.435600281
01/27/2018 18:56:10.000,2.881616354,3.419568062
01/27/2018 18:58:10.000,2.881616354,3.402935982
01/27/2018 19:00:10.000,2.881616354,3.385807991
01/27/2018 19:02:10.000,2.881616354,3.367128372
01/27/2018 19:04:10.000,2.881616354,3.346325874
01/27/2018 19:06:10.000,2.881616354,3.324676514
01/27/2018 19:08:10.000,2.881616354,3.301652908
01/27/2018 19:10:10.000,2.881616354,3.276695251
01/27/2018 19:12:10.000,2.881616354,3.249155045
01/27/2018 19:14:10.000,2.881616354,3.218297005
01/27/2018 19:16:10.000,2.881616354,3.184347153
01/27/2018 19:18:10.000,2.881616354,3.146921158
01/27/2018 19:20:10.000,2.881616354,3.103922844
01/27/2018 19:22:10.000,2.881616354,3.053009033
01/27/2018 19:24:10.000,2.881616354,2.999995232
01/27/2018 19:26:10.000,2.881616354,3.625377655
01/27/2018 19:28:10.000,2.881616354,3.658252716
01/27/2018 19:30:10.000,2.881616354,3.666560173
01/27/2018 19:32:10.000,0,3.666735649
01/27/2018 19:34:10.000,0.157959774,4.200195313
01/27/2018 19:36:10.000,0.300957769,4.20021534
01/27/2018 19:38:10.000,0.430693865,4.200231552
01/27/2018 19:40:10.000,0.550064743,4.200217247
01/27/2018 19:42:10.000,0.637039661,4.200164795
01/27/2018 19:44:10.000,0.745318234,4.221282959
01/27/2018 19:46:10.000,0.853996694,4.244280815
01/27/2018 19:48:10.000,0.962660313,4.268241882
01/27/2018 19:50:10.000,1.071318984,4.294057846
01/27/2018 19:52:10.000,1.179983616,4.321157455
01/27/2018 19:54:10.000,1.288642645,4.349568367
01/27/2018 19:56:10.000,1.397321105,4.378738403
01/27/2018 19:58:10.000,1.505497932,4.400186539
01/27/2018 20:00:10.000,1.60638988,4.400138855
01/27/2018 20:02:10.000,1.699139118,4.400177956
01/27/2018 20:04:10.000,1.784779191,4.400129318
01/27/2018 20:06:10.000,1.864103436,4.400195122
01/27/2018 20:08:10.000,1.937764049,4.400119781
01/27/2018 20:10:10.000,2.006378651,4.400154114
01/27/2018 20:12:10.000,2.070374489,4.400100708
01/27/2018 20:14:10.000,2.130192518,4.400144577
01/27/2018 20:16:10.000,2.186228991,4.400132179
01/27/2018 20:18:10.000,2.238723516,4.40008831
01/27/2018 20:20:10.000,2.287931681,4.40011692
01/27/2018 20:22:10.000,2.334071159,4.400130272
01/27/2018 20:24:10.000,2.377340794,4.400097847
01/27/2018 20:26:10.000,2.417915821,4.400081635
01/27/2018 20:28:10.000,2.455957174,4.40000248
01/27/2018 20:30:10.000,2.491594076,4.400091171
01/27/2018 20:32:10.000,2.524960041,4.400062561
01/27/2018 20:34:10.000,2.556192636,4.400046349
01/27/2018 20:36:10.000,2.585419416,4.400093079
01/27/2018 20:38:10.000,2.61277771,4.400046349
01/27/2018 20:40:10.000,2.638368845,4.400079727
01/27/2018 20:42:10.000,2.662309885,4.40004921
01/27/2018 20:44:10.000,2.683651924,4.400053024
01/27/2018 20:46:10.000,2.683651924,4.303342819
01/27/2018 20:48:10.000,2.683651924,4.290257454
01/27/2018 20:50:10.000,2.683651924,4.285975456
01/27/2018 20:52:10.000,2.683651924,3.950404167
01/27/2018 20:54:10.000,2.683651924,3.901804924
01/27/2018 20:56:10.000,2.683651924,3.863724709
01/27/2018 20:58:10.000,2.683651924,3.828948021
01/27/2018 21:00:10.000,2.683651924,3.795888901
01/27/2018 21:02:10.000,2.683651924,3.764107704
01/27/2018 21:04:10.000,2.683651924,3.73399353
01/27/2018 21:06:10.000,2.683651924,3.706726074
01/27/2018 21:08:10.000,2.683651924,3.681435585
01/27/2018 21:10:10.000,2.683651924,3.657964706
01/27/2018 21:12:10.000,2.683651924,3.636240959
01/27/2018 21:14:10.000,2.683651924,3.616086006
01/27/2018 21:16:10.000,2.683651924,3.597619057
01/27/2018 21:18:10.000,2.683651924,3.579737663
01/27/2018 21:20:10.000,2.683651924,3.562543869
01/27/2018 21:22:10.000,2.683651924,3.545675278
01/27/2018 21:24:10.000,2.683651924,3.529333115
01/27/2018 21:26:10.000,2.683651924,3.513133049
01/27/2018 21:28:10.000,2.683651924,3.497136116
01/27/2018 21:30:10.000,2.683651924,3.481614113
01/27/2018 21:32:10.000,2.683651924,3.466255188
01/27/2018 21:34:10.000,2.683651924,3.450850487
01/27/2018 21:36:10.000,2.683651924,3.434893608
01/27/2018 21:38:10.000,2.683651924,3.417788506
01/27/2018 21:40:10.000,2.683651924,3.399799347
01/27/2018 21:42:10.000,2.683651924,3.380419731
01/27/2018 21:44:10.000,2.683651924,3.359559059
01/27/2018 21:46:10.000,2.683651924,3.336116791
01/27/2018 21:48:10.000,2.683651924,3.310054779
01/27/2018 21:50:10.000,2.683651924,3.280265808
01/27/2018 21:52:10.000,2.683651924,3.246399879
01/27/2018 21:54:10.000,2.683651924,3.207185745
01/27/2018 21:56:10.000,2.683651924,3.16102314
01/27/2018 21:58:10.000,2.683651924,3.105297089
01/27/2018 22:00:10.000,2.683651924,3.034812927
01/27/2018 22:02:10.000,2.683651924,2.999994278
01/27/2018 22:04:10.000,2.683651924,3.615429878
01/27/2018 22:06:10.000,2.683651924,3.650288582
01/27/2018 22:08:10.000,2.683651924,3.659348488
01/27/2018 22:10:10.000,0,3.659259796
01/27/2018 22:12:10.000,0.158600181,4.200181007
01/27/2018 22:14:10.000,0.303345203,4.200234413
01/27/2018 22:16:10.000,0.434606731,4.200222015
01/27/2018 22:18:10.000,0.55514586,4.200203896
01/27/2018 22:20:10.000,0.649651706,4.200201035
01/27/2018 22:22:10.000,0.75793767,4.222896576
01/27/2018 22:24:10.000,0.866598248,4.24732399
01/27/2018 22:26:10.000,0.975262642,4.272836685
01/27/2018 22:28:10.000,1.083935976,4.299546242
01/27/2018 22:30:10.000,1.192589402,4.327399254
01/27/2018 22:32:10.000,1.301255822,4.355938911
01/27/2018 22:34:10.000,1.40991497,4.385111809
01/27/2018 22:36:10.000,1.517267466,4.400167465
01/27/2018 22:38:10.000,1.616739273,4.40017128
01/27/2018 22:40:10.000,1.708599448,4.400139809
01/27/2018 22:42:10.000,1.793749213,4.400090218
01/27/2018 22:44:10.000,1.872918487,4.400133133
01/27/2018 22:46:10.000,1.946649075,4.400099754
01/27/2018 22:48:10.000,2.015480518,4.400078773
01/27/2018 22:50:10.000,2.079885006,4.400174141
01/27/2018 22:52:10.000,2.14021039,4.40010643
01/27/2018 22:54:10.000,2.196689129,4.400133133
01/27/2018 22:56:10.000,2.249553442,4.400065422
01/27/2018 22:58:10.000,2.299089432,4.400112152
01/27/2018 23:00:10.000,2.345551014,4.400151253
01/27/2018 23:02:10.000,2.389117956,4.400061607
01/27/2018 23:04:10.000,2.429962158,4.40010643
01/27/2018 23:06:10.000,2.468258619,4.400094032
01/27/2018 23:08:10.000,2.504157543,4.400113106
01/27/2018 23:10:10.000,2.537802696,4.40004921
01/27/2018 23:12:10.000,2.569316864,4.400025368
01/27/2018 23:14:10.000,2.598831892,4.399986267
01/27/2018 23:16:10.000,2.62645793,4.400044441
01/27/2018 23:18:10.000,2.652299404,4.400108337
01/27/2018 23:20:10.000,2.676450968,4.400107384
01/27/2018 23:22:10.000,2.6990242,4.400032043
01/27/2018 23:24:10.000,2.700718164,4.400092125
01/27/2018 23:26:10.000,2.700718164,4.302695274
01/27/2018 23:28:10.000,2.700718164,4.289676666
01/27/2018 23:30:10.000,2.700718164,4.28570652
01/27/2018 23:32:10.000,2.700718164,3.956571579
01/27/2018 23:34:10.000,2.700718164,3.910376549
01/27/2018 23:36:10.000,2.700718164,3.873202324
01/27/2018 23:38:10.000,2.700718164,3.838881493
01/27/2018 23:40:10.000,2.700718164,3.806642532
01/27/2018 23:42:10.000,2.700718164,3.775213242
01/27/2018 23:44:10.000,2.700718164,3.744519234
01/27/2018 23:46:10.000,2.700718164,3.715974808
01/27/2018 23:48:10.000,2.700718164,3.689759254
01/27/2018 23:50:10.000,2.700718164,3.665904999
01/27/2018 23:52:10.000,2.700718164,3.64352417
01/27/2018 23:54:10.000,2.700718164,3.622725487
01/27/2018 23:56:10.000,2.700718164,3.603320122
01/27/2018 23:58:10.000,2.700718164,3.585119247
01/28/2018 00:00:10.000,2.700718164,3.567768097
01/28/2018 00:02:10.000,2.700718164,3.551285744
01/28/2018 00:04:10.000,2.700718164,3.535582542
01/28/2018 00:06:10.000,2.700718164,3.520352364
01/28/2018 00:08:10.000,2.700718164,3.505174637
01/28/2018 00:10:10.000,2.700718164,3.489806175
01/28/2018 00:12:10.000,2.700718164,3.474505424
01/28/2018 00:14:10.000,2.700718164,3.459376335
01/28/2018 00:16:10.000,2.700718164,3.443789482
01/28/2018 00:18:10.000,2.700718164,3.427412033
01/28/2018 00:20:10.000,2.700718164,3.409783363
01/28/2018 00:22:10.000,2.700718164,3.390961647
01/28/2018 00:24:10.000,2.700718164,3.370660782
01/28/2018 00:26:10.000,2.700718164,3.348500252
01/28/2018 00:28:10.000,2.700718164,3.324354172
01/28/2018 00:30:10.000,2.700718164,3.296555519
01/28/2018 00:32:10.000,2.700718164,3.264760971
01/28/2018 00:34:10.000,2.700718164,3.228177071
01/28/2018 00:36:10.000,2.700718164,3.184267998
01/28/2018 00:38:10.000,2.700718164,3.130056381
01/28/2018 00:40:10.000,2.700718164,3.059576035
01/28/2018 00:42:10.000,2.700718164,2.999999046
01/28/2018 00:44:10.000,2.700718164,3.607611656
01/28/2018 00:46:10.000,2.700718164,3.643465042
01/28/2018 00:48:10.000,2.700718164,3.652832985
01/28/2018 00:50:10.000,0,3.65324688
01/28/2018 00:52:10.000,0.159780756,4.200185776
01/28/2018 00:54:10.000,0.30613032,4.200259209
01/28/2018 00:56:10.000,0.438679099,4.200194359
01/28/2018 00:58:10.000,0.560363293,4.200202942
01/28/2018 01:00:10.000,0.669508696,4.200244904
01/28/2018 01:02:10.000,0.777801692,4.223437309
01/28/2018 01:04:10.000,0.886471212,4.2482481
01/28/2018 01:06:10.000,0.99512881,4.274159431
01/28/2018 01:08:10.000,1.103779078,4.301591873
01/28/2018 01:10:10.000,1.212457418,4.33038044
01/28/2018 01:12:10.000,1.321123481,4.359903336
01/28/2018 01:14:10.000,1.429792047,4.390221596
01/28/2018 01:16:10.000,1.535973668,4.400174141
01/28/2018 01:18:10.000,1.633766651,4.40017128
01/28/2018 01:20:10.000,1.724072576,4.400129318
01/28/2018 01:22:10.000,1.807839036,4.400120735
01/28/2018 01:24:10.000,1.885852933,4.400148392
01/28/2018 01:26:10.000,1.958748341,4.40015316
01/28/2018 01:28:10.000,2.027080536,4.400100708
01/28/2018 01:30:10.000,2.091197729,4.400129318
01/28/2018 01:32:10.000,2.151428699,4.400123596
01/28/2018 01:34:10.000,2.207962513,4.400074005
01/28/2018 01:36:10.000,2.260999918,4.400072098
01/28/2018 01:38:10.000,2.310764551,4.400094986
01/28/2018 01:40:10.000,2.357490063,4.400133133
01/28/2018 01:42:10.000,2.401348591,4.400083542
01/28/2018 01:44:10.000,2.442475557,4.400064468
01/28/2018 01:46:10.000,2.480986118,4.400094986
01/28/2018 01:48:10.000,2.51705122,4.40004158
01/28/2018 01:50:10.000,2.550813675,4.400074959
01/28/2018 01:52:10.000,2.582406282,4.400097847
01/28/2018 01:54:10.000,2.611976624,4.400055885
01/28/2018 01:56:10.000,2.639656305,4.400044441
01/28/2018 01:58:10.000,2.665573835,4.400112152
01/28/2018 02:00:10.000,2.689853668,4.400044441
01/28/2018 02:02:10.000,2.712602615,4.400093079
01/28/2018 02:04:10.000,2.716745853,4.400068283
01/28/2018 02:06:10.000,2.716745853,4.302593231
01/28/2018 02:08:10.000,2.716745853,4.289896011
01/28/2018 02:10:10.000,2.716745853,4.286086082
01/28/2018 02:12:10.000,2.716745853,3.960710526
01/28/2018 02:14:10.000,2.716745853,3.915940285
01/28/2018 02:16:10.000,2.716745853,3.879364014
01/28/2018 02:18:10.000,2.716745853,3.845317841
01/28/2018 02:20:10.000,2.716745853,3.812903404
01/28/2018 02:22:10.000,2.716745853,3.781353951
01/28/2018 02:24:10.000,2.716745853,3.750667572
01/28/2018 02:26:10.000,2.716745853,3.721970558
01/28/2018 02:28:10.000,2.716745853,3.695484161
01/28/2018 02:30:10.000,2.716745853,3.670939445
01/28/2018 02:32:10.000,2.716745853,3.647922516
01/28/2018 02:34:10.000,2.716745853,3.626554489
01/28/2018 02:36:10.000,2.716745853,3.606468201
01/28/2018 02:38:10.000,2.716745853,3.587850571
01/28/2018 02:40:10.000,2.716745853,3.570241928
01/28/2018 02:42:10.000,2.716745853,3.553435326
01/28/2018 02:44:10.000,2.716745853,3.537286758
01/28/2018 02:46:10.000,2.716745853,3.521531105
01/28/2018 02:48:10.000,2.716745853,3.506017685
01/28/2018 02:50:10.000,2.716745853,3.491024017
01/28/2018 02:52:10.000,2.716745853,3.476387978
01/28/2018 02:54:10.000,2.716745853,3.461864471
01/28/2018 02:56:10.000,2.716745853,3.44730854
01/28/2018 02:58:10.000,2.716745853,3.431976318
01/28/2018 03:00:10.000,2.716745853,3.415688515
01/28/2018 03:02:10.000,2.716745853,3.39814949
01/28/2018 03:04:10.000,2.716745853,3.378950119
01/28/2018 03:06:10.000,2.716745853,3.357584953
01/28/2018 03:08:10.000,2.716745853,3.334084511
01/28/2018 03:10:10.000,2.716745853,3.306972504
01/28/2018 03:12:10.000,2.716745853,3.276427269
01/28/2018 03:14:10.000,2.716745853,3.240444183
01/28/2018 03:16:10.000,2.716745853,3.197486877
01/28/2018 03:18:10.000,2.716745853,3.143972397
01/28/2018 03:20:10.000,2.716745853,3.073684692
01/28/2018 03:22:10.000,2.716745853,3
01/28/2018 03:24:10.000,2.716745853,3.603219986
01/28/2018 03:26:10.000,2.716745853,3.639610291
01/28/2018 03:28:10.000,2.716745853,3.649185181
01/28/2018 03:30:10.000,0,3.649337769
01/28/2018 03:32:10.000,0.160009786,4.200178146
01/28/2018 03:34:10.000,0.307012141,4.200183868
01/28/2018 03:36:10.000,0.440098464,4.200123787
01/28/2018 03:38:10.000,0.56218338,4.200156212
01/28/2018 03:40:10.000,0.67524755,4.200172424
01/28/2018 03:42:10.000,0.677976012,4.200133324
01/28/2018 03:44:10.000,0.786269426,4.223080635
01/28/2018 03:46:10.000,0.894922853,4.248005867
01/28/2018 03:48:10.000,1.003606081,4.273954391
01/28/2018 03:50:10.000,1.11225605,4.301591873
01/28/2018 03:52:10.000,1.220920444,4.330771446
01/28/2018 03:54:10.000,1.329597116,4.360807419
01/28/2018 03:56:10.000,1.438255191,4.391446114
01/28/2018 03:58:10.000,1.544054627,4.400177956
01/28/2018 04:00:10.000,1.641134977,4.400166512
01/28/2018 04:02:10.000,1.730684757,4.400122643
01/28/2018 04:04:10.000,1.813743711,4.400123596
01/28/2018 04:06:10.000,1.891100764,4.400155067
01/28/2018 04:08:10.000,1.963483691,4.40007782
01/28/2018 04:10:10.000,2.031377316,4.40007019
01/28/2018 04:12:10.000,2.095140934,4.400139809
01/28/2018 04:14:10.000,2.155062675,4.400163651
01/28/2018 04:16:10.000,2.211379051,4.400136948
01/28/2018 04:18:10.000,2.264322519,4.400147438
01/28/2018 04:20:10.000,2.314056158,4.400073051
01/28/2018 04:22:10.000,2.360758305,4.400021553
01/28/2018 04:24:10.000,2.404616356,4.400093079
01/28/2018 04:26:10.000,2.445746899,4.400053024
01/28/2018 04:28:10.000,2.484286308,4.400016785
01/28/2018 04:30:10.000,2.52036047,4.400105476
01/28/2018 04:32:10.000,2.554133654,4.400140762
01/28/2018 04:34:10.000,2.585751295,4.400115013
01/28/2018 04:36:10.000,2.615356445,4.400064468
01/28/2018 04:38:10.000,2.643098354,4.400012016
01/28/2018 04:40:10.000,2.669084787,4.400078773
01/28/2018 04:42:10.000,2.693419695,4.400068283
01/28/2018 04:44:10.000,2.71620059,4.400078773
01/28/2018 04:46:10.000,2.721038342,4.400102615
01/28/2018 04:48:10.000,2.721038342,4.301811218
01/28/2018 04:50:10.000,2.721038342,4.289190292
01/28/2018 04:52:10.000,2.721038342,4.285496712
01/28/2018 04:54:10.000,2.721038342,3.959863663
01/28/2018 04:56:10.000,2.721038342,3.915951729
01/28/2018 04:58:10.000,2.721038342,3.879716873
01/28/2018 05:00:10.000,2.721038342,3.846259117
01/28/2018 05:02:10.000,2.721038342,3.814836502
01/28/2018 05:04:10.000,2.721038342,3.784331322
01/28/2018 05:06:10.000,2.721038342,3.754554749
01/28/2018 05:08:10.000,2.721038342,3.726259232
01/28/2018 05:10:10.000,2.721038342,3.700144768
01/28/2018 05:12:10.000,2.721038342,3.675988197
01/28/2018 05:14:10.000,2.721038342,3.653211594
01/28/2018 05:16:10.000,2.721038342,3.631583214
01/28/2018 05:18:10.000,2.721038342,3.611346245
01/28/2018 05:20:10.000,2.721038342,3.592182159
01/28/2018 05:22:10.000,2.721038342,3.574047089
01/28/2018 05:24:10.000,2.721038342,3.556419373
01/28/2018 05:26:10.000,2.721038342,3.539726257
01/28/2018 05:28:10.000,2.721038342,3.52355957
01/28/2018 05:30:10.000,2.721038342,3.508009911
01/28/2018 05:32:10.000,2.721038342,3.493197441
01/28/2018 05:34:10.000,2.721038342,3.478985786
01/28/2018 05:36:10.000,2.721038342,3.464743614
01/28/2018 05:38:10.000,2.721038342,3.450028419
01/28/2018 05:40:10.000,2.721038342,3.434755325
01/28/2018 05:42:10.000,2.721038342,3.418622017
01/28/2018 05:44:10.000,2.721038342,3.401452065
01/28/2018 05:46:10.000,2.721038342,3.382750511
01/28/2018 05:48:10.000,2.721038342,3.36205864
01/28/2018 05:50:10.000,2.721038342,3.338497162
01/28/2018 05:52:10.000,2.721038342,3.311088562
01/28/2018 05:54:10.000,2.721038342,3.27990818
01/28/2018 05:56:10.000,2.721038342,3.244368553
01/28/2018 05:58:10.000,2.721038342,3.20240593
01/28/2018 06:00:10.000,2.721038342,3.149614334
01/28/2018 06:02:10.000,2.721038342,3.079005241
01/28/2018 06:04:10.000,2.721038342,2.999999046
01/28/2018 06:06:10.000,2.721038342,3.599972725
01/28/2018 06:08:10.000,2.721038342,3.636694908
01/28/2018 06:10:10.000,2.721038342,3.646378517
01/28/2018 06:12:10.000,0,3.646569252
01/28/2018 06:14:10.000,0.160113007,4.200201035
01/28/2018 06:16:10.000,0.307237178,4.200220108
01/28/2018 06:18:10.000,0.440331101,4.20020771
01/28/2018 06:20:10.000,0.562125027,4.200175285
01/28/2018 06:22:10.000,0.668979466,4.200157166
01/28/2018 06:24:10.000,0.777266145,4.22265625
01/28/2018 06:26:10.000,0.885928869,4.246973038
01/28/2018 06:28:10.000,0.994584262,4.272696495
01/28/2018 06:30:10.000,1.103248477,4.299901009
01/28/2018 06:32:10.000,1.211920857,4.328522682
01/28/2018 06:34:10.000,1.320580363,4.358204842
01/28/2018 06:36:10.000,1.429241776,4.388904572
01/28/2018 06:38:10.000,1.53565383,4.400194168
01/28/2018 06:40:10.000,1.633486032,4.40015316
01/28/2018 06:42:10.000,1.723739743,4.400191307
01/28/2018 06:44:10.000,1.807445407,4.400203705
01/28/2018 06:46:10.000,1.885299921,4.400073051
01/28/2018 06:48:10.000,1.957959056,4.400151253
01/28/2018 06:50:10.000,2.025950193,4.400102615
01/28/2018 06:52:10.000,2.089691162,4.400078773
01/28/2018 06:54:10.000,2.149575949,4.400167465
01/28/2018 06:56:10.000,2.205918074,4.400178909
01/28/2018 06:58:10.000,2.258942842,4.400091171
01/28/2018 07:00:10.000,2.308855534,4.400145531
01/28/2018 07:02:10.000,2.355811119,4.400175095
01/28/2018 07:04:10.000,2.399961472,4.400065422
01/28/2018 07:06:10.000,2.441458225,4.400122643
01/28/2018 07:08:10.000,2.480438232,4.400046349
01/28/2018 07:10:10.000,2.517028332,4.400133133
01/28/2018 07:12:10.000,2.551331758,4.400036812
01/28/2018 07:14:10.000,2.583483934,4.400151253
01/28/2018 07:16:10.000,2.613609314,4.400079727
01/28/2018 07:18:10.000,2.641815662,4.40000248
01/28/2018 07:20:10.000,2.668239832,4.400078773
01/28/2018 07:22:10.000,2.692996025,4.399983406
01/28/2018 07:24:10.000,2.716207027,4.400025368
01/28/2018 07:26:10.000,2.7279737,4.400098801
01/28/2018 07:28:10.000,2.727975845,4.302355766
01/28/2018 07:30:10.000,2.727975845,4.289813995
01/28/2018 07:32:10.000,2.727975845,4.286235809
01/28/2018 07:34:10.000,2.727975845,3.965057373
01/28/2018 07:36:10.000,2.727975845,3.921843529
01/28/2018 07:38:10.000,2.727975845,3.88597393
01/28/2018 07:40:10.000,2.727975845,3.852157593
01/28/2018 07:42:10.000,2.727975845,3.820465088
01/28/2018 07:44:10.000,2.727975845,3.78978157
01/28/2018 07:46:10.000,2.727975845,3.759691238
01/28/2018 07:48:10.000,2.727975845,3.730927467
01/28/2018 07:50:10.000,2.727975845,3.704388618
01/28/2018 07:52:10.000,2.727975845,3.680119514
01/28/2018 07:54:10.000,2.727975845,3.657399178
01/28/2018 07:56:10.000,2.727975845,3.63611412
01/28/2018 07:58:10.000,2.727975845,3.61623764
01/28/2018 08:00:10.000,2.727975845,3.59741497
01/28/2018 08:02:10.000,2.727975845,3.579298019
01/28/2018 08:04:10.000,2.727975845,3.561999321
01/28/2018 08:06:10.000,2.727975845,3.544947624
01/28/2018 08:08:10.000,2.727975845,3.528684616
01/28/2018 08:10:10.000,2.727975845,3.51263237
01/28/2018 08:12:10.000,2.727975845,3.496846199
01/28/2018 08:14:10.000,2.727975845,3.48146534
01/28/2018 08:16:10.000,2.727975845,3.466479301
01/28/2018 08:18:10.000,2.727975845,3.451282501
01/28/2018 08:20:10.000,2.727975845,3.435821533
01/28/2018 08:22:10.000,2.727975845,3.41973114
01/28/2018 08:24:10.000,2.727975845,3.402878761
01/28/2018 08:26:10.000,2.727975845,3.384367943
01/28/2018 08:28:10.000,2.727975845,3.363947868
01/28/2018 08:30:10.000,2.727975845,3.34101963
01/28/2018 08:32:10.000,2.727975845,3.314981461
01/28/2018 08:34:10.000,2.727975845,3.284835815
01/28/2018 08:36:10.000,2.727975845,3.249767303
01/28/2018 08:38:10.000,2.727975845,3.207783699
01/28/2018 08:40:10.000,2.727975845,3.1549263
01/28/2018 08:42:10.000,2.727975845,3.084832191
01/28/2018 08:44:10.000,2.727975845,2.999997139
01/28/2018 08:46:10.000,2.727975845,3.598217964
01/28/2018 08:48:10.000,2.727975845,3.635311127
01/28/2018 08:50:10.000,2.727975845,3.645114899
01/28/2018 08:52:10.000,0,3.645319939
01/28/2018 08:54:10.000,0.159897804,4.200228691
01/28/2018 08:56:10.000,0.306782126,4.200239182
01/28/2018 08:58:10.000,0.439939588,4.200201988
01/28/2018 09:00:10.000,0.562057495,4.200192451
01/28/2018 09:02:10.000,0.669027269,4.200186729
01/28/2018 09:04:10.000,0.777296424,4.222503662
01/28/2018 09:06:10.000,0.885973632,4.246905327
01/28/2018 09:08:10.000,0.994629502,4.273071289
01/28/2018 09:10:10.000,1.103301883,4.300685883
